,Link,Cập nhật ngày,Tên tòa nhà,Địa chỉ,Đường,Phường,Quận,Tỉnh,Số tầng,Diện tích cho thuê,Giá thuê,Phí quản lý,Phí gửi xe máy,Phí gửi ô tô,Tiền điện,Phí ngoài giờ,Thời gian thiết kế văn phòng,Thời gian thuê,Đặt cọc,Thanh toán
46,https://vlook.vn/van-phong-cho-thue/air-garden-vo-thi-sau-quan-3/,03/02/2021,AIR GARDEN,"Võ Thị Sáu, Phường 8, Quận 3",Võ Thị Sáu,Phường 8,Quận 3,HCM,1 Hầm – 1 Trệt – 8 Tầng – 1 Thang máy,100 – 200 – 300 – 1.000 m2,14$ /m2,0.7$ /m2,9$/tháng,Không nhận giữ,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
47,https://vlook.vn/van-phong-cho-thue/aia-building-phan-dang-luu-quan-phu-nhuan/,22/12/2020,AIA BUILDING,"Phan Đăng Lưu, Phường 1, Quận Phú Nhuận",Phan Đăng Lưu,Phường 1,Quận Phú Nhuận,HCM,1 Hầm – 1 Trệt – 1 Lửng – 5 Tầng – 1 Thang Máy,70 –  100 – 215 m2,9$ /m2,0.5$ /m2,150.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
48,https://vlook.vn/van-phong-cho-thue/agrex-building-cho-thue-van-phong-quan-3/,03/02/2021,Agrex Building,"Võ Văn Tần, phường 6, Quận 3",Võ Văn Tần,Phường 6,Quận 3,HCM,3 Hầm – 1 Trệt – 1 Lửng – 13 Tầng – 3 thang máy,80 – 91 – 110 – 150 – 200 – 300 – 350 m2,16$ /m2,5$ /m2,7$/ tháng,120$ /tháng,Theo giá nhà nước. Miễn phí tiền điện máy lạnh trong giờ làm việc,Thỏa thuận,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
49,https://vlook.vn/van-phong-cho-thue/age-building-van-phong-cho-thue-quan-binh-thanh-2/,22/12/2020,AGE BUILDING,"Xô Viết Nghệ Tĩnh, Phường 19, Quận Bình Thạnh",Xô Viết Nghệ Tĩnh,Phường 19,Quận Bình Thạnh,HCM,1 Hầm – 1 Trệt – 8 Tầng – 1 Thang máy,30 – 67 – 120 – 160 m2,12$ /m2,1.5$ /m2,4$ /tháng,50$ /tháng,Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
50,https://vlook.vn/van-phong-cho-thue/agb-tower-tan-hai-quan-tan-binh/,22/12/2020,AGB TOWER,"Tân Hải, Phường 13, Quận Tân Bình",Tân Hải,Phường 13,Quận Tân Bình,HCM,1 Hầm – 1 Trệt – 1 Lửng –  5 Tầng – 1 Thang máy,200 – 400  – 600 – 800 – 1.000 m2,12$ /m2,1.5$ /m2,6$ /tháng,70$ /tháng,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  1  năm,3  tháng,Theo tháng hoặc theo quý
51,https://vlook.vn/van-phong-cho-thue/aeon-citimart-huynh-tan-phat-quan-7/,19/01/2021,AEON CITIMART,"Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7",Huỳnh Tấn Phát,Phường Bình Thuận,Quận 7,HCM,1 Trệt – 2 Tầng – 2 Thang bộ,200 – 500 – 1000m2,14$ /m2,0.5$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ điện. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
52,https://vlook.vn/van-phong-cho-thue/adc-building-nguyen-van-thu-quan-1/,03/02/2021,ADC BUILDING NGUYỄN VĂN THỦ,"Nguyễn Văn Thủ, Phường Đa Kao, Quận 1",Nguyễn Văn Thủ,Phường Đa Kao,Quận 1,HCM,1 Trệt – 1 Lửng – 7 Tầng – 1 Thang máy,40 – 80 – 120 – 150 – 300 M2,12$ /m2,3$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
53,https://vlook.vn/van-phong-cho-thue/adc-building-van-phong-gia-re-quan-phu-nhuan/,22/12/2020,ADC BUILDING,"Phan Xích Long, Phường 2, Quận Phú Nhuận.",Phan Xích Long,Phường 2,Quận Phú Nhuận,HCM,1 hầm – 1 Trệt – 8 Tầng – 2 Thang máy,50 –> 300 m2,11$ /m2,3$ /m2,5$ /tháng,60$ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
54,https://vlook.vn/van-phong-cho-thue/adam-real-tower-vo-thi-sau-quan-1/,03/02/2021,ADAM REAL TOWER,"Võ Thị Sáu, Phường Đa Kao, Quận 1",Võ Thị Sáu,Phường Đa Kao,Quận 1,HCM,1 Hầm – 1 Trệt – 1 Lửng – 5 Tầng – 1 Thang máy,25 – 32 – 40 – 50 – 100 – 500 m2,16$ /m2,3$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
55,https://vlook.vn/van-phong-cho-thue/ad-building-cho-thue-van-phong-quan-1-gia-re/,03/02/2021,AD BUILDING,"Nam Quốc Cang, Phường Phạm Ngũ Lão, Quận 1",Nam Quốc Cang,Phường Phạm Ngũ Lão,Quận 1,HCM,1 Hầm – 1 Trệt – 8 Tầng – 1 Thang máy,40 - 60 m2,20$ /m2,2$ /m2,3$ /tháng,40$ /tháng,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng
56,https://vlook.vn/van-phong-cho-thue/acm-building-cho-thue-van-phong-quan-3/,03/02/2021,ACM Building,"Cao Thắng, Phường 4, Quận 3",Cao Thắng,Phường 4,Quận 3,HCM,2 Hầm – 1 Trệt – 1 Lửng – 8 Tầng – 2 Thang máy,100 – 300 – 650 m2,20$ /m2,3$ /m2,150.000đ /tháng,2.000.000đ/tháng,Có đồng hồ riêng. Đơn giá 3.000đ /Kwh,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng
57,https://vlook.vn/van-phong-cho-thue/acico-building-ngo-be-quan-tan-binh/,22/12/2020,ACICO BUILDING,"Ngô Bệ, Phường 13, Quận Tân Bình",Ngô Bệ,Phường 13,Quận Tân Bình,HCM,1 Hầm – 1 Trệt – 1 Lửng – 6 Tầng – 1 Thang máy,40 – 80 – 100 – 200 m2,5.5$ /m2,1$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
58,https://vlook.vn/van-phong-cho-thue/acb-building-tan-phu-luy-ban-bich-quan-tan-phu/,02/02/2021,ACB BUILDING TÂN PHÚ,"Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú",Lũy Bán Bích,Phường Hòa Thạnh,Quận Tân Phú,HCM,1 Hầm – 1 Trệt – 5 Tầng – 1 Thang máy,100 – 210 – 420 – 630 m2,11.7$ /m2,2$ /m2,80.000đ /tháng,900.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
59,https://vlook.vn/van-phong-cho-thue/airport-building-le-trung-nghia-quan-tan-binh/,22/12/2020,AIRPORT BUILDING,"Lê Trung Nghĩa, Phường 12, Quận Tân Bình",Lê Trung Nghĩa,Phường 12,Quận Tân Bình,HCM,1 Trệt – 4 Tầng – 1 Thang máy,50 – 100 – 150 m2,10$ /m2,1$ /m2,100.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
60,https://vlook.vn/van-phong-cho-thue/ace-building-to-hien-thanh-quan-10/,19/01/2021,ACE BUILDING,"Tô Hiến Thành, Phường 14, Quận 10",Tô Hiến Thành,Phường 14,Quận 10,HCM,1 Trệt – 7 Tầng – 1 Thang máy,80 – 100 – 120 – 170 m2,10$ /m2,1$ /m2,120.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  1  năm,3  tháng,Theo tháng
61,https://vlook.vn/van-phong-cho-thue/an-phu-plaza-cho-thue-van-phong-quan-3/,03/02/2021,An Phú Plaza,"Lý Chính Thắng, Phường 7, Quận 3",Lý Chính Thắng,Phường 7,Quận 3,HCM,2 Hầm – 1 Trệt – 18 Tầng – 2 Thang máy,90 – 130 – 178 – 230 – 342 --> 815 – 838m2,18$ /m2,5.5$ /m2,7$/ tháng,120$ /tháng,Theo giá nhà nước,Thỏa thuận,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo quý
62,https://vlook.vn/van-phong-cho-thue/an-phu-house-cho-thue-van-phong-quan-2/,29/01/2021,AN PHÚ HOUSE,"Nguyễn Hoàng, Phường An Phú, Quận 2",Nguyễn Hoàng,Phường An Phú,Quận 2,HCM,1 Hầm – 1 Trệt – 6 Tầng – 1 Thang máy,80 – 150 – 200 m2,9$ /m2,1$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng
63,https://vlook.vn/van-phong-cho-thue/an-phu-building-quan-2/,29/01/2021,AN PHÚ BUILDING,"An Phú, Phường An Khánh, Quận 2",An Phú,Phường An Khánh,Quận 2,HCM,1 Hầm – 1 Trệt – 1 Lửng – 2 Tầng – 1 Thang máy,173 – 211 – 774 m2,17$ /m2,0.5$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
64,https://vlook.vn/van-phong-cho-thue/an-phong-tower-dien-bien-phu-quan-binh-thanh/,16/01/2021,AN PHONG TOWER,"Điện Biên Phủ, Phường 21, Quận Bình Thạnh",Điện Biên Phủ,Phường 21,Quận Bình Thạnh,HCM,3 Hầm – 1 Trệt – 21 Tầng – 4 Thang khách – 1 Thang vận chuyển,129 – 210 – 290 – 353 – 434 – 540 – 576 – 12.627 m2,22$ /m2,6$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
65,https://vlook.vn/van-phong-cho-thue/an-nhat-building-cho-thue-van-phong-quan-3/,03/02/2021,AN NHẤT BUILDING,"Nguyễn Thị Minh Khai, Phường 6, Quận 3",Nguyễn Thị Minh Khai,Phường 6,Quận 3,HCM,1 Trệt – 6 Tầng – 1 Thang máy,30 – 50 – 75 m2,7.4$ /m2,2$ /m2,6$ /tháng,100$ /tháng,Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
66,https://vlook.vn/van-phong-cho-thue/alpha-tower-2-nguyen-dinh-chieu-quan-3/,03/02/2021,ALPHA TOWER 2,"153 Nguyễn Đình Chiểu, Phường 6, Quận 3",153 Nguyễn Đình Chiểu,Phường 6,Quận 3,HCM,1 Hầm – 1 Trệt – 1 Lửng – 9 Tầng – 2 Thang máy,60 – 90 – 120 – 180 m2,20.4$ /m2,4$ /m2,7$ /tháng,Thỏa thuận,Đồng hồ riêng. Điều hòa được cung cấp miễn phí 10 giờ /ngày,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
67,https://vlook.vn/van-phong-cho-thue/an-khanh-office-building-pham-ngoc-thach-quan-3/,03/02/2021,AN KHÁNH OFFICE BUILDING,"Phạm Ngọc Thạch, Phường 6, Quận 3",Phạm Ngọc Thạch,Phường 6,Quận 3,HCM,1 Hầm – 1 Trệt – 10 Tầng – 2 Thang máy,60 – 70 – 120 – 272 – 342 m2,14$ /m2,3$ /m2,8$ /tháng,140$ /tháng,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
68,https://vlook.vn/van-phong-cho-thue/alpha-town-tran-hung-dao-quan-1/,03/02/2021,ALPHA TOWN TRẦN HƯNG ĐẠO,"Trần Hưng Đạo, Phường Cô Giang, Quận 1",Trần Hưng Đạo,Phường Cô Giang,Quận 1,HCM,3 Hầm – 1 Trệt – 26 Tầng – 8 Thang máy,100 – 200 – 400 – 600 – 1.500 – 5.000 m2,21$ /m2,5$ /m2,9$ /tháng,130$ /tháng,Đồng hồ riêng. Miễn phí điều hòa trong giờ hành chính,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
69,https://vlook.vn/van-phong-cho-thue/alpha-tower-cho-thue-van-phong-quan-3/,03/02/2021,Alpha Tower,"Nguyễn Đình Chiểu, Phường 6, Quận 3",Nguyễn Đình Chiểu,Phường 6,Quận 3,HCM,1 Hầm – 1 Trệt – 10 Tầng – 2 Thang máy,35 – 96 – 138 – 182 – 227 – 365 – 423 – 547 m2,20.4$ /m2,4$ /m2,8$/ tháng,110$ /tháng,Đồng hồ riêng. Đơn giá 3.350đ /Kwh,Thỏa thuận,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng
70,https://vlook.vn/van-phong-cho-thue/aloha-building-bach-dang-quan-tan-binh/,22/12/2020,ALOHA BUILDING BẠCH ĐẰNG,"Bạch Đằng, Phường 2, Quận Tân Bình",Bạch Đằng,Phường 2,Quận Tân Bình,HCM,1 Hầm – 1 Trệt – 8 Tầng – 1 Thang máy,26 – 58 – 84 – 102 – 145 – 290 – 1.100 m2,10.5$ /m2,3$ /m2,Thoả thuận,Thoả thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
71,https://vlook.vn/van-phong-cho-thue/aloha-building-hong-ha-quan-tan-binh/,22/12/2020,ALOHA BUILDING,"Hồng Hà, Phường 2, Quận Tân Bình",Hồng Hà,Phường 2,Quận Tân Bình,HCM,1 Trệt – 4 Tầng – 1 Thang máy,140 – 180 – 200 – 300 – 540 m2,11.8$ /m2,5.5$ /m2,150.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  3  năm,3  tháng,Theo tháng hoặc theo quý
72,https://vlook.vn/van-phong-cho-thue/alley-building-cho-thue-van-phong-quan-tan-binh/,22/12/2020,ALLEY BUILDING,"Cộng Hòa, Phường 4, Quận Tân Bình",Cộng Hòa,Phường 4,Quận Tân Bình,HCM,1 Trệt – 2 Tầng – 1 Thang bộ,207 – 414 m2,5$ /m2,0$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ điện. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
73,https://vlook.vn/van-phong-cho-thue/alen-building-ho-van-hue-quan-phu-nhuan/,22/12/2020,ALEN BUILDING,"Hồ Văn Huê, Phường 9, Quận Phú Nhuận",Hồ Văn Huê,Phường 9,Quận Phú Nhuận,HCM,1 Trệt – 4 Tầng – 1 Thang máy,50 – 100 – 150 – 200 m2,12$ /m2,3$ /m2,150.000đ /tháng,Không nhận giữ,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng
74,https://vlook.vn/van-phong-cho-thue/akuruhi-tower-tran-quang-khai-quan-1/,22/12/2020,AKURUHI TOWER,"Trần Quang Khải, Phường Tân Định, Quận 1",Trần Quang Khải,Phường Tân Định,Quận 1,HCM,2 Hầm – 1 Trệt – 14 Tầng – 3 Thang máy,200 – 400 – 600 – 800 – 1000 m2,28$ /m2,5$ /m2,300.000đ /tháng,3.500.000đ /tháng,Đồng hồ riêng. Miễn phí điện lạnh trong giờ làm việc,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
75,https://vlook.vn/van-phong-cho-thue/an-son-building-nguyen-van-thuong-quan-binh-thanh/,22/01/2021,AN SƠN BUILDING,"Nguyễn Văn Thương, Phường 25, Quận Bình Thạnh",Nguyễn Văn Thương,Phường 25,Quận Bình Thạnh,HCM,1 Hầm – 1 Trệt – 6 Tầng – 1 Thang máy,50 – 100 – 150 – 230 m2,9$ /m2,2$ /m2,100.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
76,https://vlook.vn/van-phong-cho-thue/apollo-building-bau-cat-quan-tan-binh/,22/12/2020,APOLLO BUILDING,"Bàu Cát, Phường 11, Quận Tân Bình",Bàu Cát,Phường 11,Quận Tân Bình,HCM,1 Hầm – 1 Trệt – 1 Lửng – 5 Tầng – 1 Thang máy,100 – 200 – 300 – 500 – 1.000 m2,7$ /m2,0$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
77,https://vlook.vn/van-phong-cho-thue/apd-building-song-da-quan-tan-binh/,22/12/2020,APD BUILDING SÔNG ĐÀ,"Sông Đà, Phường 2, Quận Tân Bình",Sông Đà,Phường 2,Quận Tân Bình,HCM,1 Hầm – 1 Trệt – 1 Lửng – 5 Tầng – 1 Thang máy,28 – 50 – 84 m2,18.7$ /m2,4$ /m2,5.000đ /lượt,Không nhận giữ,Đồng hồ riêng. Đơn giá 4.500đ /Kwh,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
78,https://vlook.vn/van-phong-cho-thue/apc-buiilding-cho-thue-van-phong-quan-1-gia-re/,03/02/2021,APC BUILDING,"Đinh Tiên Hoàng, Phường Đa Kao, Quận 1",Đinh Tiên Hoàng,Phường Đa Kao,Quận 1,HCM,1 Hầm – 1 Trệt – 8 Tầng – 1 Thang máy,50 – 100 m2,17$ /m2,3$ /m2,6$ /tháng,60$ /tháng,Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
79,https://vlook.vn/van-phong-cho-thue/ap-bac-building-quan-tan-binh/,22/12/2020,ẤP BẮC BUILDING,"Ấp Bắc, Phường 13, Quận Tân Bình",Ấp Bắc,Phường 13,Quận Tân Bình,HCM,1 Trệt – 1 Lửng – 3 Tầng – 1 Thang máy,70 – 110 – 220 – 400 m2,10$ /m2,1.5$ /m2,Miễn phí,Miễn phí,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  3  năm,3  tháng,Theo tháng hoặc theo quý
80,https://vlook.vn/van-phong-cho-thue/anpha-building-le-lai-quan-1/,03/02/2021,ANPHA BUILDING,"Lê Lai, Phường Bến Thành, Quận 1",Lê Lai,Phường Bến Thành,Quận 1,HCM,1 Trệt – 4 Tầng – 1 Thang bộ,40 – 80 – 100 – 150 – 170 m2,18$ /m2,0.5$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng
81,https://vlook.vn/van-phong-cho-thue/anna-building-quoc-lo-1a-quan-12/,15/01/2021,ANNA BUILDING,"Quốc Lộ 1A, Phường Tân Chánh Hiệp, Quận 12",Quốc Lộ 1A,Phường Tân Chánh Hiệp,Quận 12,HCM,1 Trệt – 7 Tầng – 3 Thang máy,17 – 98 – 140 – 180 – 240 – 355 –> 1.600 m2,10$ /m2,1$ /m2,100.000đ /tháng,1.200.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
82,https://vlook.vn/van-phong-cho-thue/anh-minh-tower-nguyen-dinh-chieu-quan-1/,03/02/2021,ANH MINH TOWER,"Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1",Nguyễn Đình Chiểu,Phường Đa Kao,Quận 1,HCM,2 Hầm – 1 Trệt – 1 Lửng – 15 Tầng – 2 Thang máy,95 – 110 – 170 – 205 m2,33$ /m2,5$ /m2,12$ /tháng,150$ /tháng,Đơn giá 3.500đ /Kwh. Miễn phí điện lạnh trong giờ hành chính,0.1$ /m2 (Đến 22:00),"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
83,https://vlook.vn/van-phong-cho-thue/anh-kim-building-cho-thue-van-phong-quan-3-gia-re/,03/02/2021,Ánh Kim Building,"Nguyễn Thị Minh Khai, Phường 6, Quận 3",Nguyễn Thị Minh Khai,Phường 6,Quận 3,HCM,1 Trệt – 7 Tầng – 1 Thang máy,40 – 60 – 80 m2,9$ /m2,2$ /m2,7$/ tháng,120$ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
84,https://vlook.vn/van-phong-cho-thue/anh-kim-building-ky-con-quan-1/,03/02/2021,ÁNH KIM BUILDING,"Ký Con, Phường Nguyễn Thái Bình, Quận 1",Ký Con,Phường Nguyễn Thái Bình,Quận 1,HCM,1 Trệt – 5 Tầng – 1 Thang máy,40 – 60 – 80 m2,14$ /m2,2$ /m2,130.000đ /tháng,1.500.000đ /tháng,Đồng hồ riêng. Đơn giá 3.200đ /Kwh,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  1  năm,3  tháng,Theo tháng
85,https://vlook.vn/van-phong-cho-thue/anh-hao-quang-building-van-phong-cho-thue-quan-binh-thanh/,22/12/2020,ÁNH HÀO QUANG BUILDING,"D5, Phường 25, Quận Bình Thạnh",D5,Phường 25,Quận Bình Thạnh,HCM,1 Trệt – 5 Tầng – 1 Thang máy,100 – 200 – 400 m2,8.1$ /m2,1$ /m2,6$/ tháng,60$ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
86,https://vlook.vn/van-phong-cho-thue/anh-dang-building-cho-thue-van-phong-quan-3/,03/02/2021,Anh Đăng Building,"Nam Kỳ Khởi Nghĩa, Phường 7, Quận 3",Nam Kỳ Khởi Nghĩa,Phường 7,Quận 3,HCM,1 Hầm – 1 Trệt – 8 Tầng,80 – 100 – 150 – 180 – 200 – 300 – 400 – 500m2,18.3$ /m2,4$ /m2,180.000 VNĐ /tháng,Thỏa thuận,Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
87,https://vlook.vn/van-phong-cho-thue/an-vien-building-cho-thue-van-phong-quan-1-2/,03/02/2021,AN VIÊN BUILDING,"Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1",Nguyễn Thị Minh Khai,Phường Đa Kao,Quận 1,HCM,1 Hầm – 1 Trệt – 9 Tầng – 1 Thang máy,40 - 80 - 140 - 170 m2,22$ /m2,5$ /m2,6$ /tháng,70$ /tháng,Đơn giá 3.200đ /Kwh. Miễn phí điều hòa trong giờ hành chính,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
88,https://vlook.vn/van-phong-cho-thue/an-vien-building-cho-thue-van-phong-quan-1/,03/02/2021,AN VIÊN BUILDING,"Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1",Nguyễn Thị Minh Khai,Phường Đa Kao,Quận 1,HCM,1 Hầm – 1 Trệt – 9 Tầng – 1 Thang máy,40 - 80 - 140 - 170 m2,22$ /m2,5$ /m2,Thỏa thuận,Thỏa thuận,Đơn giá 3.200đ /Kwh. Miễn phí điều hòa trong giờ hành chính,Thỏa thuận,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
